transaction_id,transaction_date,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail
24602,2/13/2023,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot
24609,2/13/2023,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
24614,2/13/2023,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
24617,2/13/2023,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
24620,2/13/2023,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
24626,2/13/2023,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
24632,2/13/2023,5,Lower Manhattan,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
24633,2/13/2023,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
24634,2/13/2023,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
24636,2/13/2023,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
24643,2/13/2023,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
24645,2/13/2023,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg
24646,2/13/2023,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot
24662,2/13/2023,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
24665,2/13/2023,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
24667,2/13/2023,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
24679,2/13/2023,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
24684,2/13/2023,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
24691,2/13/2023,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
24692,2/13/2023,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg
24699,2/13/2023,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
24700,2/13/2023,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
24706,2/13/2023,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
24710,2/13/2023,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
24714,2/13/2023,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
24717,2/13/2023,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
24718,2/13/2023,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
24719,2/13/2023,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
24723,2/13/2023,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
24728,2/13/2023,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
24733,2/13/2023,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
24736,2/13/2023,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg
24737,2/13/2023,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
24739,2/13/2023,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
24742,2/13/2023,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino
24746,2/13/2023,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
24751,2/13/2023,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
24756,2/13/2023,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
24770,2/13/2023,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
24773,2/13/2023,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
24775,2/13/2023,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
24778,2/13/2023,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg
24782,2/13/2023,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg
24798,2/14/2023,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg
24800,2/14/2023,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
24806,2/14/2023,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
24807,2/14/2023,5,Lower Manhattan,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
24808,2/14/2023,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
24809,2/14/2023,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
24811,2/14/2023,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
24813,2/14/2023,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
24814,2/14/2023,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
24816,2/14/2023,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot
24820,2/14/2023,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg
24827,2/14/2023,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
24829,2/14/2023,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
24830,2/14/2023,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte
24837,2/14/2023,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
24841,2/14/2023,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
24845,2/14/2023,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
24846,2/14/2023,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
24847,2/14/2023,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
24848,2/14/2023,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
24850,2/14/2023,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg
24853,2/14/2023,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
24856,2/14/2023,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
24859,2/14/2023,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
24860,2/14/2023,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
24861,2/14/2023,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
24863,2/14/2023,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg
24874,2/14/2023,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
24877,2/14/2023,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg
24882,2/14/2023,5,Lower Manhattan,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
24885,2/14/2023,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
24890,2/14/2023,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
24893,2/14/2023,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
24901,2/14/2023,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
24912,2/14/2023,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
24914,2/14/2023,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
24915,2/14/2023,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
24919,2/14/2023,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino
24927,2/14/2023,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
24929,2/14/2023,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino
24938,2/14/2023,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
24942,2/14/2023,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg
24949,2/14/2023,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
24950,2/14/2023,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
24952,2/14/2023,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
24959,2/14/2023,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
24961,2/14/2023,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
24965,2/14/2023,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
24967,2/14/2023,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
24971,2/14/2023,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
24976,2/14/2023,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
24977,2/14/2023,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
24979,2/14/2023,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
24980,2/14/2023,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
24981,2/14/2023,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
24982,2/14/2023,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
24985,2/14/2023,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
24995,2/14/2023,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg
25004,2/14/2023,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
25006,2/14/2023,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
25012,2/14/2023,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
25015,2/14/2023,5,Lower Manhattan,26,3,Coffee,Organic brewed coffee,Brazilian Rg
25017,2/14/2023,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
25021,2/14/2023,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
25025,2/14/2023,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
25028,2/14/2023,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
25031,2/14/2023,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
25033,2/14/2023,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
25034,2/14/2023,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
25036,2/14/2023,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot
25040,2/14/2023,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg
25042,2/14/2023,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
25045,2/14/2023,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg
25048,2/14/2023,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
25053,2/14/2023,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
25055,2/14/2023,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
25056,2/14/2023,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
25061,2/14/2023,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
25062,2/14/2023,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
25081,2/14/2023,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
25088,2/14/2023,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
25089,2/14/2023,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
25092,2/14/2023,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
25100,2/14/2023,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
25106,2/14/2023,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
25110,2/14/2023,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
25112,2/14/2023,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
25118,2/14/2023,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
25120,2/14/2023,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
25124,2/14/2023,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
25125,2/14/2023,5,Lower Manhattan,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
25126,2/14/2023,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
25132,2/14/2023,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
25138,2/14/2023,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
25141,2/14/2023,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
25142,2/14/2023,5,Lower Manhattan,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
25147,2/14/2023,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
25148,2/14/2023,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
25157,2/14/2023,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
25161,2/14/2023,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
25162,2/14/2023,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg
25168,2/14/2023,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
25169,2/14/2023,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
25171,2/14/2023,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
25175,2/14/2023,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
25178,2/14/2023,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
25182,2/14/2023,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot
25185,2/14/2023,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
25187,2/14/2023,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
25191,2/14/2023,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino
25198,2/14/2023,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
25200,2/14/2023,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
25201,2/14/2023,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg
25203,2/14/2023,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
25209,2/14/2023,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
25211,2/14/2023,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg
25212,2/14/2023,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
25213,2/14/2023,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
25218,2/14/2023,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
25220,2/14/2023,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
25224,2/14/2023,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
25225,2/14/2023,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
25231,2/14/2023,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
25234,2/14/2023,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
25235,2/14/2023,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
25239,2/14/2023,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
25241,2/14/2023,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
25243,2/14/2023,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
25245,2/14/2023,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
25246,2/14/2023,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg
25247,2/14/2023,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg
25255,2/14/2023,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
25256,2/14/2023,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
25262,2/14/2023,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot
25265,2/14/2023,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
25271,2/14/2023,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
25272,2/14/2023,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot
25274,2/14/2023,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
25284,2/14/2023,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
25286,2/14/2023,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
25288,2/14/2023,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
25293,2/14/2023,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
25294,2/14/2023,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
25296,2/14/2023,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
25297,2/14/2023,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
25300,2/14/2023,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
25306,2/14/2023,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
25310,2/14/2023,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
25312,2/14/2023,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
25315,2/14/2023,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
25316,2/14/2023,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
25326,2/14/2023,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
25327,2/14/2023,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
25331,2/14/2023,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
25336,2/14/2023,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
25338,2/14/2023,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
25343,2/14/2023,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
25344,2/14/2023,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
25348,2/14/2023,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
25349,2/14/2023,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
25351,2/14/2023,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg
25352,2/14/2023,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
25353,2/14/2023,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
25355,2/14/2023,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
25356,2/14/2023,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg
25357,2/14/2023,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino
25360,2/14/2023,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg
25361,2/14/2023,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
25365,2/14/2023,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg
25370,2/14/2023,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
25374,2/15/2023,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
25380,2/15/2023,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
25385,2/15/2023,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
25386,2/15/2023,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
25387,2/15/2023,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
25389,2/15/2023,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
25392,2/15/2023,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
25397,2/15/2023,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
25400,2/15/2023,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
25406,2/15/2023,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
25409,2/15/2023,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg
25412,2/15/2023,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
25413,2/15/2023,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg
25414,2/15/2023,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg
25416,2/15/2023,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg
25418,2/15/2023,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
25422,2/15/2023,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
25426,2/15/2023,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
25433,2/15/2023,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
25434,2/15/2023,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
25443,2/15/2023,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
25446,2/15/2023,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot
25447,2/15/2023,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
25448,2/15/2023,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
25456,2/15/2023,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
25462,2/15/2023,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
25467,2/15/2023,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
25470,2/15/2023,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg
25472,2/15/2023,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
25481,2/15/2023,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
25485,2/15/2023,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg
25487,2/15/2023,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
25490,2/15/2023,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
25492,2/15/2023,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
25499,2/15/2023,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg
25500,2/15/2023,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
25509,2/15/2023,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
25512,2/15/2023,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
25515,2/15/2023,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
25518,2/15/2023,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
25521,2/15/2023,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
25523,2/15/2023,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
25528,2/15/2023,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
25533,2/15/2023,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
25536,2/15/2023,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
25539,2/15/2023,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
25542,2/15/2023,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
25547,2/15/2023,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
25551,2/15/2023,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
25553,2/15/2023,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
25556,2/15/2023,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
25558,2/15/2023,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
25559,2/15/2023,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte
25564,2/15/2023,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg
25565,2/15/2023,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
25566,2/15/2023,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg
25568,2/15/2023,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
25569,2/15/2023,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
25571,2/15/2023,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg
25572,2/15/2023,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
25576,2/15/2023,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
25583,2/15/2023,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino
